Category,City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Order Profitable?,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,Ship Status,State,Sub-Category,Days to Ship Actual,Days to Ship Scheduled,Discount,Profit,Quantity,Sales,Sales Forecast
Office Supplies,San Francisco,United States,DS-13030,Darrin Sayre,9/07/2019,CA-2019-113271,Profitable,94122,OFF-AR-10003251,Prang Drawing Pencil Set,West,9245,Home Office,14/07/2019,Standard Class,Shipped Early,California,Art,5,6,0.00%,2,2,6,8
Office Supplies,San Francisco,United States,DS-13030,Darrin Sayre,9/07/2019,CA-2019-113271,Profitable,94122,OFF-PA-10002365,Xerox 1967,West,9246,Home Office,14/07/2019,Standard Class,Shipped Early,California,Paper,5,6,0.00%,16,5,32,49
Office Supplies,San Francisco,United States,VF-21715,Vicky Freymann,22/05/2022,CA-2022-130106,Profitable,94109,OFF-AR-10003651,Newell 350,West,9247,Home Office,26/05/2022,Standard Class,Shipped Early,California,Art,4,6,0.00%,3,3,10,15
Office Supplies,San Francisco,United States,VF-21715,Vicky Freymann,22/05/2022,CA-2022-130106,Profitable,94109,OFF-AR-10003732,Newell 333,West,9248,Home Office,26/05/2022,Standard Class,Shipped Early,California,Art,4,6,0.00%,1,1,3,4
Office Supplies,New York City,United States,SW-20275,Scott Williamson,10/11/2021,CA-2021-127761,Profitable,10009,OFF-BI-10002557,Presstex Flexible Ring Binders,East,9249,Consumer,14/11/2021,Standard Class,Shipped Early,New York,Binders,4,6,20.00%,1,1,4,5
Technology,New York City,United States,SW-20275,Scott Williamson,10/11/2021,CA-2021-127761,Profitable,10009,TEC-PH-10003691,BlackBerry Q10,East,9250,Consumer,14/11/2021,Standard Class,Shipped Early,New York,Phones,4,6,0.00%,220,7,882,1321
Office Supplies,Marion,United States,PW-19030,Pauline Webber,2/12/2021,CA-2021-105354,Profitable,52302,OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",Central,9251,Corporate,6/12/2021,Standard Class,Shipped Early,Iowa,Binders,4,6,0.00%,54,8,116,173
Office Supplies,Los Angeles,United States,KD-16615,Ken Dana,2/03/2022,CA-2022-155712,Profitable,90008,OFF-BI-10004224,Catalog Binders with Expanding Posts,West,9252,Corporate,8/03/2022,Standard Class,Shipped On Time,California,Binders,6,6,20.00%,34,2,108,161
Technology,Pine Bluff,United States,DO-13645,Doug O'Connell,23/09/2022,CA-2022-102309,Profitable,71603,TEC-AC-10001114,Microsoft Wireless Mobile Mouse 4000,South,9253,Consumer,25/09/2022,Second Class,Shipped Early,Arkansas,Accessories,2,3,0.00%,64,5,200,299
Office Supplies,Pine Bluff,United States,DO-13645,Doug O'Connell,23/09/2022,CA-2022-102309,Profitable,71603,OFF-PA-10002005,Xerox 225,South,9254,Consumer,25/09/2022,Second Class,Shipped Early,Arkansas,Paper,2,3,0.00%,6,2,13,19
Furniture,Columbia,United States,GA-14725,Guy Armstrong,11/02/2019,CA-2019-168368,Profitable,65203,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Central,9255,Consumer,15/02/2019,Second Class,Shipped Late,Missouri,Chairs,4,3,0.00%,15,1,61,91
Office Supplies,Columbia,United States,GA-14725,Guy Armstrong,11/02/2019,CA-2019-168368,Profitable,65203,OFF-LA-10004853,Avery 483,Central,9256,Consumer,15/02/2019,Second Class,Shipped Late,Missouri,Labels,4,3,0.00%,7,3,15,22
Office Supplies,Columbia,United States,GA-14725,Guy Armstrong,11/02/2019,CA-2019-168368,Profitable,65203,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Central,9257,Consumer,15/02/2019,Second Class,Shipped Late,Missouri,Binders,4,3,0.00%,4,2,10,14
Furniture,Columbia,United States,GA-14725,Guy Armstrong,11/02/2019,CA-2019-168368,Profitable,65203,FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Central,9258,Consumer,15/02/2019,Second Class,Shipped Late,Missouri,Furnishings,4,3,0.00%,53,3,333,499
Office Supplies,Columbia,United States,GA-14725,Guy Armstrong,11/02/2019,CA-2019-168368,Profitable,65203,OFF-BI-10004654,VariCap6 Expandable Binder,Central,9259,Consumer,15/02/2019,Second Class,Shipped Late,Missouri,Binders,4,3,0.00%,24,3,52,78
Office Supplies,Columbia,United States,GA-14725,Guy Armstrong,11/02/2019,CA-2019-168368,Profitable,65203,OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,Central,9260,Consumer,15/02/2019,Second Class,Shipped Late,Missouri,Storage,4,3,0.00%,3,2,65,97
Office Supplies,Aberdeen,United States,JL-15505,Jeremy Lonsdale,11/11/2022,CA-2022-167976,Profitable,57401,OFF-SU-10004661,Acme Titanium Bonded Scissors,Central,9261,Consumer,14/11/2022,Second Class,Shipped On Time,South Dakota,Supplies,3,3,0.00%,7,3,26,38
Furniture,Seattle,United States,SU-20665,Stephanie Ulpright,2/09/2022,CA-2022-111388,Unprofitable,98103,FUR-CH-10003061,"Global Leather Task Chair, Black",West,9262,Home Office,2/09/2022,Same Day,Shipped On Time,Washington,Chairs,0,0,20.00%,-3,3,216,323
Furniture,Detroit,United States,FM-14380,Fred McMath,9/10/2020,CA-2020-124499,Profitable,48227,FUR-CH-10000513,High-Back Leather Manager's Chair,Central,9263,Consumer,13/10/2020,Standard Class,Shipped Early,Michigan,Chairs,4,6,0.00%,35,3,390,584
Office Supplies,Detroit,United States,FM-14380,Fred McMath,9/10/2020,CA-2020-124499,Profitable,48227,OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Central,9264,Consumer,13/10/2020,Standard Class,Shipped Early,Michigan,Appliances,4,6,10.00%,54,5,270,404
Office Supplies,Memphis,United States,MY-17380,Maribeth Yedwab,24/11/2022,US-2022-128118,Profitable,38109,OFF-BI-10000216,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",South,9265,Corporate,1/12/2022,Standard Class,Shipped Late,Tennessee,Binders,7,6,70.00%,-8,3,12,17
Office Supplies,Memphis,United States,MY-17380,Maribeth Yedwab,24/11/2022,US-2022-128118,Profitable,38109,OFF-EN-10003448,"Peel & Seel Recycled Catalog Envelopes, Brown",South,9266,Corporate,1/12/2022,Standard Class,Shipped Late,Tennessee,Envelopes,7,6,20.00%,24,7,65,97
Furniture,North Las Vegas,United States,NM-18445,Nathan Mautz,8/02/2019,CA-2019-125759,Profitable,89031,FUR-FU-10002111,"Master Caster Door Stop, Large Brown",West,9267,Home Office,9/02/2019,First Class,Shipped On Time,Nevada,Furnishings,1,1,0.00%,6,2,15,22
Furniture,Freeport,United States,CS-11950,Carlos Soltero,25/09/2020,CA-2020-151869,Profitable,11520,FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,East,9268,Consumer,25/09/2020,Same Day,Shipped On Time,New York,Chairs,0,0,10.00%,7,1,103,154
Office Supplies,Freeport,United States,CS-11950,Carlos Soltero,25/09/2020,CA-2020-151869,Profitable,11520,OFF-PA-10002947,Xerox 1923,East,9269,Consumer,25/09/2020,Same Day,Shipped On Time,New York,Paper,0,0,0.00%,10,3,20,30
Office Supplies,New York City,United States,PK-19075,Pete Kriz,21/08/2022,US-2022-102183,Profitable,10035,OFF-BI-10003476,Avery Metallic Poly Binders,East,9270,Consumer,28/08/2022,Standard Class,Shipped Late,New York,Binders,7,6,20.00%,11,7,32,48
Office Supplies,New York City,United States,PK-19075,Pete Kriz,21/08/2022,US-2022-102183,Profitable,10035,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,East,9271,Consumer,28/08/2022,Standard Class,Shipped Late,New York,Binders,7,6,20.00%,1453,6,4306,6448
Furniture,New York City,United States,HM-14860,Harry Marie,12/05/2021,CA-2021-100510,Profitable,10024,FUR-FU-10000320,OIC Stacking Trays,East,9272,Corporate,17/05/2021,Standard Class,Shipped Early,New York,Furnishings,5,6,0.00%,4,3,10,15
Technology,New York City,United States,HM-14860,Harry Marie,12/05/2021,CA-2021-100510,Profitable,10024,TEC-PH-10001835,Jawbone JAMBOX Wireless Bluetooth Speaker,East,9273,Corporate,17/05/2021,Standard Class,Shipped Early,New York,Phones,5,6,0.00%,303,4,632,946
Office Supplies,Henderson,United States,AH-10210,Alan Hwang,2/09/2022,CA-2022-146983,Profitable,42420,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,South,9274,Consumer,6/09/2022,Standard Class,Shipped Early,Kentucky,Binders,4,6,0.00%,757,3,1578,2363
Office Supplies,Albuquerque,United States,FC-14335,Fred Chung,10/10/2019,US-2019-134054,Profitable,87105,OFF-AR-10000937,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",West,9275,Corporate,10/10/2019,Same Day,Shipped On Time,New Mexico,Art,0,0,0.00%,113,7,256,383
Office Supplies,Delray Beach,United States,CP-12085,Cathy Prescott,26/05/2021,CA-2021-113236,Profitable,33445,OFF-ST-10000532,Advantus Rolling Drawer Organizers,South,9276,Corporate,29/05/2021,Second Class,Shipped On Time,Florida,Storage,3,3,20.00%,14,6,185,277
Technology,Delray Beach,United States,CP-12085,Cathy Prescott,26/05/2021,CA-2021-113236,Profitable,33445,TEC-AC-10001267,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,South,9277,Corporate,29/05/2021,Second Class,Shipped On Time,Florida,Accessories,3,3,20.00%,12,2,48,72
Office Supplies,Philadelphia,United States,SC-20305,Sean Christensen,1/12/2022,CA-2022-122539,Unprofitable,19140,OFF-LA-10004853,Avery 483,East,9278,Consumer,5/12/2022,Standard Class,Shipped Early,Pennsylvania,Labels,4,6,20.00%,5,4,16,24
Office Supplies,Philadelphia,United States,SC-20305,Sean Christensen,1/12/2022,CA-2022-122539,Unprofitable,19140,OFF-BI-10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",East,9279,Consumer,5/12/2022,Standard Class,Shipped Early,Pennsylvania,Binders,4,6,70.00%,-6,7,8,12
Furniture,Philadelphia,United States,SC-20305,Sean Christensen,1/12/2022,CA-2022-122539,Unprofitable,19140,FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,East,9280,Consumer,5/12/2022,Standard Class,Shipped Early,Pennsylvania,Chairs,4,6,30.00%,-28,2,399,598
Furniture,Seattle,United States,HJ-14875,Heather Jas,20/09/2021,CA-2021-166772,Profitable,98105,FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,West,9281,Home Office,24/09/2021,Standard Class,Shipped Early,Washington,Bookcases,4,6,0.00%,41,2,164,245
Office Supplies,Richmond,United States,CB-12025,Cassandra Brandow,11/09/2022,US-2022-152898,Profitable,23223,OFF-AP-10000027,Hoover Commercial SteamVac,South,9282,Consumer,15/09/2022,Standard Class,Shipped Early,Virginia,Appliances,4,6,0.00%,20,5,68,102
Office Supplies,West Palm Beach,United States,EH-14185,Evan Henry,30/12/2021,CA-2021-160486,Profitable,33407,OFF-PA-10002421,Embossed Ink Jet Note Cards,South,9283,Consumer,4/01/2022,Standard Class,Shipped Early,Florida,Paper,5,6,20.00%,25,4,72,108
Office Supplies,Fort Collins,United States,LW-17215,Luke Weiss,2/09/2022,CA-2022-102218,Profitable,80525,OFF-LA-10002475,Avery 519,West,9284,Consumer,4/09/2022,Second Class,Shipped Early,Colorado,Labels,2,3,20.00%,4,2,12,18
Furniture,Franklin,United States,MK-17905,Michael Kennedy,18/11/2019,CA-2019-161032,Profitable,53132,FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,Central,9285,Corporate,23/11/2019,Standard Class,Shipped Early,Wisconsin,Chairs,5,6,0.00%,43,3,393,588
Furniture,Monroe,United States,JH-15820,John Huston,21/11/2020,CA-2020-102778,Profitable,28110,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",South,9286,Consumer,24/11/2020,First Class,Shipped Late,North Carolina,Furnishings,3,1,20.00%,5,1,18,27
Office Supplies,Dallas,United States,DB-13270,Deborah Brumfield,19/06/2022,CA-2022-154011,Unprofitable,75081,OFF-BI-10003166,GBC Plasticlear Binding Covers,Central,9287,Home Office,26/06/2022,Standard Class,Shipped Late,Texas,Binders,7,6,80.00%,-11,3,7,10
Furniture,Dallas,United States,DB-13270,Deborah Brumfield,19/06/2022,CA-2022-154011,Unprofitable,75081,FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Central,9288,Home Office,26/06/2022,Standard Class,Shipped Late,Texas,Tables,7,6,30.00%,-85,3,457,685
Furniture,Philadelphia,United States,TB-21625,Trudy Brown,30/11/2022,US-2022-165456,Unprofitable,19134,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,East,9289,Consumer,3/12/2022,First Class,Shipped Late,Pennsylvania,Chairs,3,1,30.00%,-15,6,1079,1616
Office Supplies,San Francisco,United States,NM-18445,Nathan Mautz,23/04/2019,CA-2019-111857,Profitable,94109,OFF-PA-10001878,Xerox 1891,West,9290,Home Office,26/04/2019,Second Class,Shipped On Time,California,Paper,3,3,0.00%,23,1,49,73
Office Supplies,Dover,United States,TT-21220,Thomas Thornton,23/09/2019,CA-2019-163650,Profitable,19901,OFF-AR-10002375,Newell 351,East,9291,Consumer,25/09/2019,First Class,Shipped Late,Delaware,Art,2,1,0.00%,3,3,10,15
Office Supplies,Dover,United States,TT-21220,Thomas Thornton,23/09/2019,CA-2019-163650,Profitable,19901,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,East,9292,Consumer,25/09/2019,First Class,Shipped Late,Delaware,Binders,2,1,0.00%,16,3,35,52
Office Supplies,Waco,United States,RS-19765,Roland Schwarz,2/03/2022,CA-2022-124114,Unprofitable,76706,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,Central,9293,Corporate,2/03/2022,Same Day,Shipped On Time,Texas,Binders,0,0,80.00%,-1,1,1,1
Office Supplies,Hagerstown,United States,TB-21625,Trudy Brown,17/11/2022,US-2022-116505,Profitable,21740,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",East,9294,Consumer,21/11/2022,Second Class,Shipped Late,Maryland,Binders,4,3,0.00%,21,6,44,66
Office Supplies,Cleveland,United States,AM-10360,Alice McCarthy,28/05/2022,CA-2022-161340,Unprofitable,44105,OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),East,9295,Corporate,1/06/2022,Standard Class,Shipped Early,Ohio,Paper,4,6,20.00%,5,3,14,21
Furniture,Cleveland,United States,AM-10360,Alice McCarthy,28/05/2022,CA-2022-161340,Unprofitable,44105,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",East,9296,Corporate,1/06/2022,Standard Class,Shipped Early,Ohio,Bookcases,4,6,50.00%,-65,4,116,174
Technology,Mcallen,United States,MP-17965,Michael Paige,18/04/2020,US-2020-163433,Profitable,78501,TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Central,9297,Corporate,22/04/2020,Second Class,Shipped Late,Texas,Accessories,4,3,20.00%,8,2,41,62
Technology,Mcallen,United States,MP-17965,Michael Paige,18/04/2020,US-2020-163433,Profitable,78501,TEC-PH-10003357,Grandstream GXP2100 Mainstream Business Phone,Central,9298,Corporate,22/04/2020,Second Class,Shipped Late,Texas,Phones,4,3,20.00%,24,4,245,367
Office Supplies,Mcallen,United States,MP-17965,Michael Paige,18/04/2020,US-2020-163433,Profitable,78501,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",Central,9299,Corporate,22/04/2020,Second Class,Shipped Late,Texas,Art,4,3,20.00%,7,3,74,111
Office Supplies,Mcallen,United States,MP-17965,Michael Paige,18/04/2020,US-2020-163433,Profitable,78501,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Central,9300,Corporate,22/04/2020,Second Class,Shipped Late,Texas,Binders,4,3,80.00%,-7,2,4,6
Furniture,Mcallen,United States,MP-17965,Michael Paige,18/04/2020,US-2020-163433,Profitable,78501,FUR-CH-10000225,"Global Geo Office Task Chair, Gray",Central,9301,Corporate,22/04/2020,Second Class,Shipped Late,Texas,Chairs,4,3,30.00%,-20,1,57,85
Technology,Mcallen,United States,MP-17965,Michael Paige,18/04/2020,US-2020-163433,Profitable,78501,TEC-PH-10001870,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,Central,9302,Corporate,22/04/2020,Second Class,Shipped Late,Texas,Phones,4,3,20.00%,6,2,98,147
Office Supplies,Mcallen,United States,MP-17965,Michael Paige,18/04/2020,US-2020-163433,Profitable,78501,OFF-AR-10003481,Newell 348,Central,9303,Corporate,22/04/2020,Second Class,Shipped Late,Texas,Art,4,3,20.00%,1,3,8,12
Office Supplies,Mcallen,United States,MP-17965,Michael Paige,18/04/2020,US-2020-163433,Profitable,78501,OFF-PA-10003936,Xerox 1994,Central,9304,Corporate,22/04/2020,Second Class,Shipped Late,Texas,Paper,4,3,20.00%,5,3,16,23
Office Supplies,Mcallen,United States,MP-17965,Michael Paige,18/04/2020,US-2020-163433,Profitable,78501,OFF-BI-10000320,GBC Plastic Binding Combs,Central,9305,Corporate,22/04/2020,Second Class,Shipped Late,Texas,Binders,4,3,80.00%,-2,1,1,2
Office Supplies,Santa Fe,United States,MH-17290,Marc Harrigan,19/09/2020,CA-2020-137603,Profitable,87505,OFF-AR-10001972,Newell 323,West,9306,Home Office,24/09/2020,Standard Class,Shipped Early,New Mexico,Art,5,6,0.00%,2,5,8,13
Office Supplies,San Francisco,United States,CA-12265,Christina Anderson,25/03/2019,CA-2019-128237,Profitable,94110,OFF-AR-10003829,Newell 35,West,9307,Consumer,30/03/2019,Standard Class,Shipped Early,California,Art,5,6,0.00%,2,2,7,10
Office Supplies,San Francisco,United States,CA-12265,Christina Anderson,25/03/2019,CA-2019-128237,Profitable,94110,OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",West,9308,Consumer,30/03/2019,Standard Class,Shipped Early,California,Art,5,6,0.00%,4,2,15,22
Technology,San Francisco,United States,CA-12265,Christina Anderson,25/03/2019,CA-2019-128237,Profitable,94110,TEC-AC-10002558,Imation Swivel Flash Drive USB flash drive - 8 GB,West,9309,Consumer,30/03/2019,Standard Class,Shipped Early,California,Accessories,5,6,0.00%,16,4,45,68
Office Supplies,San Francisco,United States,CA-12265,Christina Anderson,25/03/2019,CA-2019-128237,Profitable,94110,OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",West,9310,Consumer,30/03/2019,Standard Class,Shipped Early,California,Art,5,6,0.00%,10,6,25,38
Office Supplies,New York City,United States,KD-16615,Ken Dana,26/08/2021,US-2021-102141,Profitable,10024,OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,East,9311,Corporate,31/08/2021,Standard Class,Shipped Early,New York,Binders,5,6,20.00%,46,8,147,220
Office Supplies,Dallas,United States,DW-13540,Don Weiss,6/03/2022,CA-2022-148642,Profitable,75220,OFF-LA-10000134,Avery 511,Central,9312,Consumer,12/03/2022,Standard Class,Shipped On Time,Texas,Labels,6,6,20.00%,2,2,5,7
Office Supplies,Dallas,United States,DW-13540,Don Weiss,6/03/2022,CA-2022-148642,Profitable,75220,OFF-AR-10000588,Newell 345,Central,9313,Consumer,12/03/2022,Standard Class,Shipped On Time,Texas,Art,6,6,20.00%,5,4,63,95
Office Supplies,Detroit,United States,AG-10495,Andrew Gjertsen,11/11/2020,CA-2020-111948,Profitable,48234,OFF-ST-10003282,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Central,9314,Corporate,11/11/2020,Same Day,Shipped On Time,Michigan,Storage,0,0,0.00%,117,7,418,626
Office Supplies,Detroit,United States,AG-10495,Andrew Gjertsen,11/11/2020,CA-2020-111948,Profitable,48234,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Central,9315,Corporate,11/11/2020,Same Day,Shipped On Time,Michigan,Appliances,0,0,10.00%,47,2,124,185
Technology,Philadelphia,United States,JH-16180,Justin Hirsh,5/04/2021,CA-2021-161907,Unprofitable,19140,TEC-PH-10000141,Clearsounds A400,East,9316,Consumer,9/04/2021,Standard Class,Shipped Early,Pennsylvania,Phones,4,6,40.00%,-28,3,119,178
Office Supplies,Philadelphia,United States,JH-16180,Justin Hirsh,5/04/2021,CA-2021-161907,Unprofitable,19140,OFF-SU-10000646,Premier Automatic Letter Opener,East,9317,Consumer,9/04/2021,Standard Class,Shipped Early,Pennsylvania,Supplies,4,6,20.00%,-163,4,769,1152
Technology,Carrollton,United States,DK-13090,Dave Kipp,21/02/2022,CA-2022-124940,Unprofitable,75007,TEC-AC-10002076,Microsoft Natural Keyboard Elite,Central,9318,Consumer,26/02/2022,Standard Class,Shipped Early,Texas,Accessories,5,6,20.00%,-3,1,48,72
Office Supplies,New York City,United States,AR-10825,Anthony Rawles,20/07/2022,US-2022-108343,Profitable,10009,OFF-PA-10000743,Xerox 1977,East,9319,Corporate,25/07/2022,Standard Class,Shipped Early,New York,Paper,5,6,0.00%,6,2,13,20
Furniture,New York City,United States,AR-10825,Anthony Rawles,20/07/2022,US-2022-108343,Profitable,10009,FUR-CH-10002780,Office Star - Task Chair with Contemporary Loop Arms,East,9320,Corporate,25/07/2022,Standard Class,Shipped Early,New York,Chairs,5,6,10.00%,25,2,164,245
Furniture,New York City,United States,AR-10825,Anthony Rawles,20/07/2022,US-2022-108343,Profitable,10009,FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,East,9321,Corporate,25/07/2022,Standard Class,Shipped Early,New York,Furnishings,5,6,0.00%,31,4,184,275
Furniture,Houston,United States,SM-20005,Sally Matthias,4/11/2021,US-2021-111563,Unprofitable,77041,FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Central,9322,Consumer,8/11/2021,Standard Class,Shipped Early,Texas,Furnishings,4,6,60.00%,-6,3,11,17
Furniture,Houston,United States,SM-20005,Sally Matthias,4/11/2021,US-2021-111563,Unprofitable,77041,FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Central,9323,Consumer,8/11/2021,Standard Class,Shipped Early,Texas,Furnishings,4,6,60.00%,-84,4,66,99
Office Supplies,Los Angeles,United States,DB-13660,Duane Benoit,23/09/2022,CA-2022-121853,Profitable,90036,OFF-PA-10003641,Xerox 1909,West,9324,Consumer,29/09/2022,Standard Class,Shipped On Time,California,Paper,6,6,0.00%,97,8,211,316
Furniture,Los Angeles,United States,DB-13660,Duane Benoit,23/09/2022,CA-2022-121853,Profitable,90036,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,West,9325,Consumer,29/09/2022,Standard Class,Shipped On Time,California,Chairs,6,6,20.00%,59,2,595,891
Office Supplies,Los Angeles,United States,DB-13660,Duane Benoit,23/09/2022,CA-2022-121853,Profitable,90036,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,West,9326,Consumer,29/09/2022,Standard Class,Shipped On Time,California,Binders,6,6,20.00%,24,3,73,109
Furniture,Edmonds,United States,PF-19225,Phillip Flathmann,7/09/2022,US-2022-130687,Profitable,98026,FUR-FU-10004053,DAX Two-Tone Silver Metal Document Frame,West,9327,Consumer,10/09/2022,First Class,Shipped Late,Washington,Furnishings,3,1,0.00%,35,4,81,121
Technology,Edmonds,United States,PF-19225,Phillip Flathmann,7/09/2022,US-2022-130687,Profitable,98026,TEC-PH-10002033,Konftel 250 Conference phone - Charcoal black,West,9328,Consumer,10/09/2022,First Class,Shipped Late,Washington,Phones,3,1,20.00%,34,2,456,682
Office Supplies,Edmonds,United States,PF-19225,Phillip Flathmann,7/09/2022,US-2022-130687,Profitable,98026,OFF-AR-10004260,Boston 1799 Powerhouse Electric Pencil Sharpener,West,9329,Consumer,10/09/2022,First Class,Shipped Late,Washington,Art,3,1,0.00%,7,1,26,39
Office Supplies,San Francisco,United States,AJ-10945,Ashley Jarboe,28/11/2020,CA-2020-164497,Profitable,94110,OFF-AP-10004655,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",West,9330,Consumer,30/11/2020,First Class,Shipped Late,California,Appliances,2,1,0.00%,15,4,45,68
Office Supplies,New York City,United States,EB-14110,Eugene Barchas,12/11/2020,US-2020-153283,Profitable,10035,OFF-EN-10001539,Staple envelope,East,9331,Consumer,18/11/2020,Standard Class,Shipped On Time,New York,Envelopes,6,6,0.00%,7,2,16,23
Technology,Springfield,United States,ES-14080,Erin Smith,29/09/2021,CA-2021-108056,Profitable,97477,TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,West,9332,Corporate,3/10/2021,Standard Class,Shipped Early,Oregon,Phones,4,6,20.00%,75,3,859,1287
Office Supplies,Georgetown,United States,SS-20410,Shahid Shariari,11/09/2022,CA-2022-127726,Profitable,40324,OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",South,9333,Consumer,13/09/2022,Second Class,Shipped Early,Kentucky,Appliances,2,3,0.00%,51,4,196,293
Office Supplies,Georgetown,United States,SS-20410,Shahid Shariari,11/09/2022,CA-2022-127726,Profitable,40324,OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",South,9334,Consumer,13/09/2022,Second Class,Shipped Early,Kentucky,Fasteners,2,3,0.00%,7,4,14,21
Furniture,Coral Springs,United States,AG-10900,Arthur Gainer,1/05/2022,CA-2022-110198,Unprofitable,33065,FUR-BO-10001798,Bush Somerset Collection Bookcase,South,9335,Consumer,2/05/2022,First Class,Shipped On Time,Florida,Bookcases,1,1,20.00%,-16,3,314,471
Office Supplies,Coral Springs,United States,AG-10900,Arthur Gainer,1/05/2022,CA-2022-110198,Unprofitable,33065,OFF-LA-10004409,Avery 492,South,9336,Consumer,2/05/2022,First Class,Shipped On Time,Florida,Labels,1,1,20.00%,1,2,5,7
Office Supplies,San Francisco,United States,CY-12745,Craig Yedwab,16/09/2022,CA-2022-130715,Profitable,94110,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",West,9337,Corporate,20/09/2022,Standard Class,Shipped Early,California,Fasteners,4,6,0.00%,9,5,18,27
Office Supplies,San Francisco,United States,RP-19270,Rachel Payne,19/10/2019,CA-2019-155264,Profitable,94110,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,West,9338,Corporate,22/10/2019,Second Class,Shipped On Time,California,Binders,3,3,20.00%,1,1,3,4
Office Supplies,San Francisco,United States,RP-19270,Rachel Payne,19/10/2019,CA-2019-155264,Profitable,94110,OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,West,9339,Corporate,22/10/2019,Second Class,Shipped On Time,California,Binders,3,3,20.00%,7,6,20,30
Office Supplies,San Francisco,United States,RP-19270,Rachel Payne,19/10/2019,CA-2019-155264,Profitable,94110,OFF-PA-10003228,Xerox 1917,West,9340,Corporate,22/10/2019,Second Class,Shipped On Time,California,Paper,3,3,0.00%,69,3,147,220
Office Supplies,San Francisco,United States,RP-19270,Rachel Payne,19/10/2019,CA-2019-155264,Profitable,94110,OFF-LA-10002787,Avery 480,West,9341,Corporate,22/10/2019,Second Class,Shipped On Time,California,Labels,3,3,0.00%,9,5,19,28
Technology,San Francisco,United States,RP-19270,Rachel Payne,19/10/2019,CA-2019-155264,Profitable,94110,TEC-PH-10001305,Panasonic KX TS208W Corded phone,West,9342,Corporate,22/10/2019,Second Class,Shipped On Time,California,Phones,3,3,20.00%,12,3,118,176
